label,text,example
numpy.diff,Calculate the n-th discrete difference along the given axis.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">u8_arr</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">0</span><span class=""p"">],</span> <span class=""n"">dtype</span><span class=""o"">=</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">uint8</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">diff</span><span class=""p"">(</span><span class=""n"">u8_arr</span><span class=""p"">)</span>
<span class=""go"">array([255], dtype=uint8)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">u8_arr</span><span class=""p"">[</span><span class=""mi"">1</span><span class=""p"">,</span><span class=""o"">...</span><span class=""p"">]</span> <span class=""o"">-</span> <span class=""n"">u8_arr</span><span class=""p"">[</span><span class=""mi"">0</span><span class=""p"">,</span><span class=""o"">...</span><span class=""p"">]</span>
<span class=""go"">255</span>
</pre>"
numpy.ediff1d,The differences between consecutive elements of an array.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">4</span><span class=""p"">,</span> <span class=""mi"">7</span><span class=""p"">,</span> <span class=""mi"">0</span><span class=""p"">])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ediff1d</span><span class=""p"">(</span><span class=""n"">x</span><span class=""p"">)</span>
<span class=""go"">array([ 1,  2,  3, -7])</span>
</pre>"
numpy.gradient,Return the gradient of an N-dimensional array.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">f</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">4</span><span class=""p"">,</span> <span class=""mi"">7</span><span class=""p"">,</span> <span class=""mi"">11</span><span class=""p"">,</span> <span class=""mi"">16</span><span class=""p"">],</span> <span class=""n"">dtype</span><span class=""o"">=</span><span class=""nb"">float</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">gradient</span><span class=""p"">(</span><span class=""n"">f</span><span class=""p"">)</span>
<span class=""go"">array([1. , 1.5, 2.5, 3.5, 4.5, 5. ])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">gradient</span><span class=""p"">(</span><span class=""n"">f</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">)</span>
<span class=""go"">array([0.5 ,  0.75,  1.25,  1.75,  2.25,  2.5 ])</span>
</pre>"
numpy.cross,Return the cross product of two (arrays of) vectors.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span> <span class=""o"">=</span> <span class=""p"">[</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">]</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">y</span> <span class=""o"">=</span> <span class=""p"">[</span><span class=""mi"">4</span><span class=""p"">,</span> <span class=""mi"">5</span><span class=""p"">,</span> <span class=""mi"">6</span><span class=""p"">]</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">cross</span><span class=""p"">(</span><span class=""n"">x</span><span class=""p"">,</span> <span class=""n"">y</span><span class=""p"">)</span>
<span class=""go"">array([-3,  6, -3])</span>
</pre>"
numpy.trapz,Integrate along the given axis using the composite trapezoidal rule.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">trapz</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""p"">,</span><span class=""mi"">2</span><span class=""p"">,</span><span class=""mi"">3</span><span class=""p"">])</span>
<span class=""go"">4.0</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">trapz</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""p"">,</span><span class=""mi"">2</span><span class=""p"">,</span><span class=""mi"">3</span><span class=""p"">],</span> <span class=""n"">x</span><span class=""o"">=</span><span class=""p"">[</span><span class=""mi"">4</span><span class=""p"">,</span><span class=""mi"">6</span><span class=""p"">,</span><span class=""mi"">8</span><span class=""p"">])</span>
<span class=""go"">8.0</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">trapz</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""p"">,</span><span class=""mi"">2</span><span class=""p"">,</span><span class=""mi"">3</span><span class=""p"">],</span> <span class=""n"">dx</span><span class=""o"">=</span><span class=""mi"">2</span><span class=""p"">)</span>
<span class=""go"">8.0</span>
</pre>"
numpy.exp,Calculate the exponential of all elements in the input array.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""kn"">import</span> <span class=""nn"">matplotlib.pyplot</span> <span class=""k"">as</span> <span class=""nn"">plt</span>
</pre>"
numpy.expm1,Calculate exp(x) - 1 for all elements in the array.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">expm1</span><span class=""p"">(</span><span class=""mf"">1e-10</span><span class=""p"">)</span>
<span class=""go"">1.00000000005e-10</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">exp</span><span class=""p"">(</span><span class=""mf"">1e-10</span><span class=""p"">)</span> <span class=""o"">-</span> <span class=""mi"">1</span>
<span class=""go"">1.000000082740371e-10</span>
</pre>"
numpy.exp2,Calculate 2**p for all p in the input array.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">exp2</span><span class=""p"">([</span><span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">])</span>
<span class=""go"">array([ 4.,  8.])</span>
</pre>"
numpy.log,"Natural logarithm, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">log</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">e</span><span class=""p"">,</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">e</span><span class=""o"">**</span><span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">0</span><span class=""p"">])</span>
<span class=""go"">array([  0.,   1.,   2., -Inf])</span>
</pre>"
numpy.log10,"Return the base 10 logarithm of the input array, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">log10</span><span class=""p"">([</span><span class=""mf"">1e-15</span><span class=""p"">,</span> <span class=""o"">-</span><span class=""mf"">3.</span><span class=""p"">])</span>
<span class=""go"">array([-15.,  nan])</span>
</pre>"
numpy.log2,Base-2 logarithm of x.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mi"">0</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""o"">**</span><span class=""mi"">4</span><span class=""p"">])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">log2</span><span class=""p"">(</span><span class=""n"">x</span><span class=""p"">)</span>
<span class=""go"">array([-Inf,   0.,   1.,   4.])</span>
</pre>"
numpy.log1p,"Return the natural logarithm of one plus the input array, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">log1p</span><span class=""p"">(</span><span class=""mf"">1e-99</span><span class=""p"">)</span>
<span class=""go"">1e-99</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">log</span><span class=""p"">(</span><span class=""mi"">1</span> <span class=""o"">+</span> <span class=""mf"">1e-99</span><span class=""p"">)</span>
<span class=""go"">0.0</span>
</pre>"
numpy.logaddexp,Logarithm of the sum of exponentiations of the inputs.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">prob1</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">log</span><span class=""p"">(</span><span class=""mf"">1e-50</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">prob2</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">log</span><span class=""p"">(</span><span class=""mf"">2.5e-50</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">prob12</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">logaddexp</span><span class=""p"">(</span><span class=""n"">prob1</span><span class=""p"">,</span> <span class=""n"">prob2</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">prob12</span>
<span class=""go"">-113.87649168120691</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">exp</span><span class=""p"">(</span><span class=""n"">prob12</span><span class=""p"">)</span>
<span class=""go"">3.5000000000000057e-50</span>
</pre>"
numpy.logaddexp2,Logarithm of the sum of exponentiations of the inputs in base-2.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">prob1</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">log2</span><span class=""p"">(</span><span class=""mf"">1e-50</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">prob2</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">log2</span><span class=""p"">(</span><span class=""mf"">2.5e-50</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">prob12</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">logaddexp2</span><span class=""p"">(</span><span class=""n"">prob1</span><span class=""p"">,</span> <span class=""n"">prob2</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">prob1</span><span class=""p"">,</span> <span class=""n"">prob2</span><span class=""p"">,</span> <span class=""n"">prob12</span>
<span class=""go"">(-166.09640474436813, -164.77447664948076, -164.28904982231052)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""mi"">2</span><span class=""o"">**</span><span class=""n"">prob12</span>
<span class=""go"">3.4999999999999914e-50</span>
</pre>"
numpy.i0,"Modified Bessel function of the first kind, order 0.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">i0</span><span class=""p"">(</span><span class=""mf"">0.</span><span class=""p"">)</span>
<span class=""go"">array(1.0)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">i0</span><span class=""p"">([</span><span class=""mi"">0</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">])</span>
<span class=""go"">array([1.        , 1.26606588, 2.2795853 , 4.88079259])</span>
</pre>"
numpy.sinc,Return the normalized sinc function.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""kn"">import</span> <span class=""nn"">matplotlib.pyplot</span> <span class=""k"">as</span> <span class=""nn"">plt</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">linspace</span><span class=""p"">(</span><span class=""o"">-</span><span class=""mi"">4</span><span class=""p"">,</span> <span class=""mi"">4</span><span class=""p"">,</span> <span class=""mi"">41</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">sinc</span><span class=""p"">(</span><span class=""n"">x</span><span class=""p"">)</span>
<span class=""go""> array([-3.89804309e-17,  -4.92362781e-02,  -8.40918587e-02, # may vary</span>
<span class=""go"">        -8.90384387e-02,  -5.84680802e-02,   3.89804309e-17,</span>
<span class=""go"">        6.68206631e-02,   1.16434881e-01,   1.26137788e-01,</span>
<span class=""go"">        8.50444803e-02,  -3.89804309e-17,  -1.03943254e-01,</span>
<span class=""go"">        -1.89206682e-01,  -2.16236208e-01,  -1.55914881e-01,</span>
<span class=""go"">        3.89804309e-17,   2.33872321e-01,   5.04551152e-01,</span>
<span class=""go"">        7.56826729e-01,   9.35489284e-01,   1.00000000e+00,</span>
<span class=""go"">        9.35489284e-01,   7.56826729e-01,   5.04551152e-01,</span>
<span class=""go"">        2.33872321e-01,   3.89804309e-17,  -1.55914881e-01,</span>
<span class=""go"">       -2.16236208e-01,  -1.89206682e-01,  -1.03943254e-01,</span>
<span class=""go"">       -3.89804309e-17,   8.50444803e-02,   1.26137788e-01,</span>
<span class=""go"">        1.16434881e-01,   6.68206631e-02,   3.89804309e-17,</span>
<span class=""go"">        -5.84680802e-02,  -8.90384387e-02,  -8.40918587e-02,</span>
<span class=""go"">        -4.92362781e-02,  -3.89804309e-17])</span>
</pre>"
numpy.signbit,Returns element-wise True where signbit is set (less than zero).,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">signbit</span><span class=""p"">(</span><span class=""o"">-</span><span class=""mf"">1.2</span><span class=""p"">)</span>
<span class=""go"">True</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">signbit</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""o"">-</span><span class=""mf"">2.3</span><span class=""p"">,</span> <span class=""mf"">2.1</span><span class=""p"">]))</span>
<span class=""go"">array([False,  True, False])</span>
</pre>"
numpy.copysign,"Change the sign of x1 to that of x2, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">copysign</span><span class=""p"">(</span><span class=""mf"">1.3</span><span class=""p"">,</span> <span class=""o"">-</span><span class=""mi"">1</span><span class=""p"">)</span>
<span class=""go"">-1.3</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""mi"">1</span><span class=""o"">/</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">copysign</span><span class=""p"">(</span><span class=""mi"">0</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">)</span>
<span class=""go"">inf</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""mi"">1</span><span class=""o"">/</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">copysign</span><span class=""p"">(</span><span class=""mi"">0</span><span class=""p"">,</span> <span class=""o"">-</span><span class=""mi"">1</span><span class=""p"">)</span>
<span class=""go"">-inf</span>
</pre>"
numpy.frexp,Decompose the elements of x into mantissa and twos exponent.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">9</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">y1</span><span class=""p"">,</span> <span class=""n"">y2</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">frexp</span><span class=""p"">(</span><span class=""n"">x</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">y1</span>
<span class=""go"">array([ 0.   ,  0.5  ,  0.5  ,  0.75 ,  0.5  ,  0.625,  0.75 ,  0.875,</span>
<span class=""go"">        0.5  ])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">y2</span>
<span class=""go"">array([0, 1, 2, 2, 3, 3, 3, 3, 4])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">y1</span> <span class=""o"">*</span> <span class=""mi"">2</span><span class=""o"">**</span><span class=""n"">y2</span>
<span class=""go"">array([ 0.,  1.,  2.,  3.,  4.,  5.,  6.,  7.,  8.])</span>
</pre>"
numpy.ldexp,"Returns x1 * 2**x2, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ldexp</span><span class=""p"">(</span><span class=""mi"">5</span><span class=""p"">,</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">4</span><span class=""p"">))</span>
<span class=""go"">array([ 5., 10., 20., 40.], dtype=float16)</span>
</pre>"
numpy.nextafter,"Return the next floating-point value after x1 towards x2, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">eps</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">finfo</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">float64</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">eps</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">nextafter</span><span class=""p"">(</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">)</span> <span class=""o"">==</span> <span class=""n"">eps</span> <span class=""o"">+</span> <span class=""mi"">1</span>
<span class=""go"">True</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">nextafter</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">],</span> <span class=""p"">[</span><span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">])</span> <span class=""o"">==</span> <span class=""p"">[</span><span class=""n"">eps</span> <span class=""o"">+</span> <span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">2</span> <span class=""o"">-</span> <span class=""n"">eps</span><span class=""p"">]</span>
<span class=""go"">array([ True,  True])</span>
</pre>"
numpy.spacing,Return the distance between x and the nearest adjacent number.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">spacing</span><span class=""p"">(</span><span class=""mi"">1</span><span class=""p"">)</span> <span class=""o"">==</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">finfo</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">float64</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">eps</span>
<span class=""go"">True</span>
</pre>"
numpy.lcm,Returns the lowest common multiple of |x1| and |x2|,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">lcm</span><span class=""p"">(</span><span class=""mi"">12</span><span class=""p"">,</span> <span class=""mi"">20</span><span class=""p"">)</span>
<span class=""go"">60</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">lcm</span><span class=""o"">.</span><span class=""n"">reduce</span><span class=""p"">([</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""mi"">12</span><span class=""p"">,</span> <span class=""mi"">20</span><span class=""p"">])</span>
<span class=""go"">60</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">lcm</span><span class=""o"">.</span><span class=""n"">reduce</span><span class=""p"">([</span><span class=""mi"">40</span><span class=""p"">,</span> <span class=""mi"">12</span><span class=""p"">,</span> <span class=""mi"">20</span><span class=""p"">])</span>
<span class=""go"">120</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">lcm</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">6</span><span class=""p"">),</span> <span class=""mi"">20</span><span class=""p"">)</span>
<span class=""go"">array([ 0, 20, 20, 60, 20, 20])</span>
</pre>"
numpy.gcd,Returns the greatest common divisor of |x1| and |x2|,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">gcd</span><span class=""p"">(</span><span class=""mi"">12</span><span class=""p"">,</span> <span class=""mi"">20</span><span class=""p"">)</span>
<span class=""go"">4</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">gcd</span><span class=""o"">.</span><span class=""n"">reduce</span><span class=""p"">([</span><span class=""mi"">15</span><span class=""p"">,</span> <span class=""mi"">25</span><span class=""p"">,</span> <span class=""mi"">35</span><span class=""p"">])</span>
<span class=""go"">5</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">gcd</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">6</span><span class=""p"">),</span> <span class=""mi"">20</span><span class=""p"">)</span>
<span class=""go"">array([20,  1,  2,  1,  4,  5])</span>
</pre>"
numpy.add,Add arguments element-wise.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">add</span><span class=""p"">(</span><span class=""mf"">1.0</span><span class=""p"">,</span> <span class=""mf"">4.0</span><span class=""p"">)</span>
<span class=""go"">5.0</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x1</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mf"">9.0</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">reshape</span><span class=""p"">((</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">))</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x2</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mf"">3.0</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">add</span><span class=""p"">(</span><span class=""n"">x1</span><span class=""p"">,</span> <span class=""n"">x2</span><span class=""p"">)</span>
<span class=""go"">array([[  0.,   2.,   4.],</span>
<span class=""go"">       [  3.,   5.,   7.],</span>
<span class=""go"">       [  6.,   8.,  10.]])</span>
</pre>"
numpy.reciprocal,"Return the reciprocal of the argument, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">reciprocal</span><span class=""p"">(</span><span class=""mf"">2.</span><span class=""p"">)</span>
<span class=""go"">0.5</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">reciprocal</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mf"">2.</span><span class=""p"">,</span> <span class=""mf"">3.33</span><span class=""p"">])</span>
<span class=""go"">array([ 1.       ,  0.5      ,  0.3003003])</span>
</pre>"
numpy.positive,"Numerical positive, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x1</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">(([</span><span class=""mf"">1.</span><span class=""p"">,</span> <span class=""o"">-</span><span class=""mf"">1.</span><span class=""p"">]))</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">positive</span><span class=""p"">(</span><span class=""n"">x1</span><span class=""p"">)</span>
<span class=""go"">array([ 1., -1.])</span>
</pre>"
numpy.negative,"Numerical negative, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">negative</span><span class=""p"">([</span><span class=""mf"">1.</span><span class=""p"">,</span><span class=""o"">-</span><span class=""mf"">1.</span><span class=""p"">])</span>
<span class=""go"">array([-1.,  1.])</span>
</pre>"
numpy.multiply,Multiply arguments element-wise.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">multiply</span><span class=""p"">(</span><span class=""mf"">2.0</span><span class=""p"">,</span> <span class=""mf"">4.0</span><span class=""p"">)</span>
<span class=""go"">8.0</span>
</pre>"
numpy.divide,Divide arguments element-wise.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">divide</span><span class=""p"">(</span><span class=""mf"">2.0</span><span class=""p"">,</span> <span class=""mf"">4.0</span><span class=""p"">)</span>
<span class=""go"">0.5</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x1</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mf"">9.0</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">reshape</span><span class=""p"">((</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">))</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x2</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mf"">3.0</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">divide</span><span class=""p"">(</span><span class=""n"">x1</span><span class=""p"">,</span> <span class=""n"">x2</span><span class=""p"">)</span>
<span class=""go"">array([[nan, 1. , 1. ],</span>
<span class=""go"">       [inf, 4. , 2.5],</span>
<span class=""go"">       [inf, 7. , 4. ]])</span>
</pre>"
numpy.power,"First array elements raised to powers from second array, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x1</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">6</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x1</span>
<span class=""go"">[0, 1, 2, 3, 4, 5]</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">power</span><span class=""p"">(</span><span class=""n"">x1</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">)</span>
<span class=""go"">array([  0,   1,   8,  27,  64, 125])</span>
</pre>"
